N,L,r,steps,threads,gridSize,machine,wall-clock-time,task-clock,context-switches,cycles,instructions,branches,branch-misses
2000,20000.0,1.0,1000,4,32,XeS4114,47.766943544,190830.607064,142,502514525288,742431051230,67591470850,3299648525
2000,20000.0,1.0,1000,4,4,XeS4114,65.00397273,259778.263772,105,688576452495,925966438931,70562478593,1955261046
2000,20000.0,1.0,1000,4,64,XeS4114,45.902476877,183379.357167,137,485323354521,729005131118,67373744783,3136080311
2000,20000.0,1.0,1000,4,8,XeS4114,56.280827358,224889.706214,82,600937464074,822803658492,68892967518,3454807904
2000,20000.0,1.0,1000,40,1,XeS4114,24.155392242,460936.378497,615388,1010137921623,1046217058115,73260103704,49534184
2000,20000.0,1.0,1000,40,16,XeS4114,18.652984398,352651.877321,612786,772498850442,772810721643,68830257087,3577506979
2000,20000.0,1.0,1000,40,2,XeS4114,24.14970543,460892.496832,614460,1010018275089,1046206799250,73258210061,49517298
2000,20000.0,1.0,1000,40,32,XeS4114,17.716446489,334108.943246,610960,731862865149,746364077992,68399896733,3331850661
2000,20000.0,1.0,1000,40,4,XeS4114,22.105695919,420690.236764,615075,921752825393,929932958363,71377443456,1909272152
2000,20000.0,1.0,1000,40,64,XeS4114,17.175500432,323891.186529,606843,709312833158,732927312385,68179576919,3140051151
2000,20000.0,1.0,1000,40,8,XeS4114,20.166511234,382474.607886,613752,837953614044,826760795066,69706167343,3489520780
2000,20000.0,1.0,1000,6,1,XeS4114,59.19761753,354813.258898,355,813511355275,1042360764848,72472943884,24460940
2000,20000.0,1.0,1000,6,16,XeS4114,39.877933319,238910.915191,89,547994926349,768968440352,68046150841,3513601432
2000,20000.0,1.0,1000,6,2,XeS4114,59.426830674,356199.315843,158,817057181523,1042363943681,72473792964,24411304
2000,20000.0,1.0,1000,6,32,XeS4114,37.224141863,222970.811009,90,511261535903,742527363825,67616866071,3308177350
2000,20000.0,1.0,1000,6,4,XeS4114,50.647640937,303497.470938,142,696273446632,926073005097,70589945969,1968686367
2000,20000.0,1.0,1000,6,64,XeS4114,36.038012542,215832.968754,72,494548540632,729104796820,67400087725,3145923983
2000,20000.0,1.0,1000,6,8,XeS4114,44.19918973,264842.763157,174,607593609141,822908517546,68920162472,3457084014
2000,20000.0,1.0,1000,64,1,XeS4114,24.708405154,465804.900264,1028115,1020128114521,1048760300212,73793500691,65234261
2000,20000.0,1.0,1000,64,16,XeS4114,19.249127887,357949.921914,1020613,783445305530,775345228856,69361559864,3594957033
2000,20000.0,1.0,1000,64,2,XeS4114,24.706262116,465859.119496,1027957,1020186721784,1048757258693,73792902811,65164416
2000,20000.0,1.0,1000,64,32,XeS4114,18.306185775,339289.866638,1019574,742415988464,748904562854,68932264183,3345203970
2000,20000.0,1.0,1000,64,4,XeS4114,22.695271668,425752.495469,1026055,932243174341,932473974612,71910320941,1923985055
2000,20000.0,1.0,1000,64,64,XeS4114,17.773661958,328825.155224,1017899,719429670220,735465612707,68712092253,3152712169
2000,20000.0,1.0,1000,64,8,XeS4114,20.740698734,387510.833297,1022017,848249082813,829294711266,70237458063,3503299298
2000,20000.0,1.0,1000,7,1,XeS4114,50.690498501,354402.934706,111,812691961621,1042400742785,72484078040,24510055
2000,20000.0,1.0,1000,7,16,XeS4114,33.829085764,236354.432333,105,541951053338,769002847059,68056185159,3512202608
2000,20000.0,1.0,1000,7,2,XeS4114,50.966956623,356306.966545,145,817112578583,1042398880461,72483814410,24422038
